replicate,group,ga,p
84,G1,22.5,0.8540117520005993
84,G1,22.6,0.8544577557480277
84,G1,22.7,0.8549029151579092
84,G1,22.8,0.8553472055134086
84,G1,22.9,0.855790657728138
84,G1,23.0,0.8562332648812515
84,G1,23.1,0.8566750096713999
84,G1,23.2,0.8571159125004219
84,G1,23.3,0.8575559546159445
84,G1,23.4,0.8579951546878672
84,G1,23.5,0.8584335083870668
84,G1,23.6,0.8588709912082553
84,G1,23.7,0.859307633863595
84,G1,23.8,0.8597434295919963
84,G1,23.9,0.8601783615526648
84,G1,24.0,0.8606124497200315
84,G1,24.1,0.8610456753821479
84,G1,24.2,0.8614780575734751
84,G1,24.3,0.8619095918540192
84,G1,24.4,0.8623402539031386
84,G1,24.5,0.8627700742015539
84,G1,24.6,0.8631990461431631
84,G1,24.7,0.8636271533747928
84,G1,24.8,0.8640544154673129
84,G1,24.9,0.8644808136701841
84,G1,25.0,0.8649063674379704
84,G2,10.0,0.647529541092044
84,G2,10.1,0.6482043465555214
84,G2,10.2,0.6488788400755452
84,G2,10.3,0.6495530168093074
84,G2,10.4,0.6502268367587789
84,G2,10.5,0.6509003287819474
84,G2,10.6,0.651573481879799
84,G2,10.7,0.6522462972829332
84,G2,10.8,0.6529187822632329
84,G2,10.9,0.65359089303377
84,G2,11.0,0.6542626739683327
84,G2,11.1,0.6549341203855489
84,G2,11.2,0.6556051914799321
84,G2,11.3,0.6562759169315034
84,G2,11.4,0.656946284307767
84,G2,11.5,0.6576162964321413
84,G2,11.6,0.6582859609242313
84,G2,11.7,0.6589552317290287
84,G2,11.8,0.6596241549619953
84,G2,11.9,0.6602927260732261
84,G2,12.0,0.6609609035313974
84,G2,12.1,0.6616287177997978
84,G2,12.2,0.6622961549758587
84,G2,12.3,0.6629632195247013
84,G2,12.4,0.6636299194174629
84,G2,12.5,0.6642962063230241
84,G2,12.6,0.6649621280907276
84,G2,12.7,0.6656276802717643
84,G2,12.8,0.6662928206910437
84,G2,12.9,0.6669575805559769
84,G2,13.0,0.6676219444592062
84,G2,13.1,0.6682859185536661
84,G2,13.2,0.668949511166322
84,G2,13.3,0.6696126716840074
84,G2,13.4,0.6702754496806715
84,G2,13.5,0.6709378407778583
84,G2,13.6,0.6715998022391301
84,G2,13.7,0.6722613659765463
84,G2,13.8,0.6729225150451731
84,G2,13.9,0.6735832573290232
84,G2,14.0,0.67424360151566
84,G2,14.1,0.6749034947060514
84,G2,14.2,0.6755629881880088
84,G2,14.3,0.6762220776223461
84,G2,14.4,0.6768807197868786
84,G2,14.5,0.6775389472797577
84,G2,14.6,0.6781967415664704
84,G2,14.7,0.6788541123095265
84,G2,14.8,0.6795110685287982
84,G2,14.9,0.6801675551382714
84,G2,15.0,0.6808236250268512
84,G2,15.1,0.6814792738901146
84,G2,15.2,0.6821344580235784
84,G2,15.3,0.6827892109345238
84,G2,15.4,0.6834435122235654
84,G2,15.5,0.684097373423701
84,G2,15.6,0.6847508037089297
84,G2,15.7,0.6854037464029653
84,G2,15.8,0.6860562553859227
84,G2,15.9,0.686708326353117
84,G2,16.0,0.6873599157964123
84,G2,16.1,0.6880110574510775
84,G2,16.2,0.6886617293953917
84,G2,16.3,0.6893119448790171
84,G2,16.4,0.6899617132828635
84,G2,16.5,0.6906109764016815
84,G2,16.6,0.6912597890330517
84,G2,16.7,0.6919081468537451
84,G2,16.8,0.6925560066422192
84,G2,16.9,0.693203402323729
84,G2,17.0,0.6938503104332006
84,G2,17.1,0.6944967459582762
84,G2,17.2,0.6951427183808231
84,G2,17.3,0.695788168308259
84,G2,17.4,0.6964331511065136
84,G2,17.5,0.6970776625070406
84,G2,17.6,0.6977216596639934
84,G2,17.7,0.6983651766552389
84,G2,17.8,0.6990081884432359
84,G2,17.9,0.6996507118022546
84,G2,18.0,0.7002927562775038
84,G2,18.1,0.7009342613478906
84,G2,18.2,0.7015752828922825
84,G2,18.3,0.7022158166719076
84,G2,18.4,0.7028558203044688
84,G2,18.5,0.7034953279837379
84,G2,18.6,0.7041343130757014
84,G2,18.7,0.7047727941776818
84,G2,18.8,0.7054107808707439
84,G2,18.9,0.7060482115612956
84,G2,19.0,0.7066851425862761
84,G2,19.1,0.7073215697114179
84,G2,19.2,0.7079574511044733
84,G2,19.3,0.7085928210391113
84,G2,19.4,0.7092276512628589
84,G2,19.5,0.7098619622296508
84,G2,19.6,0.7104957635296704
84,G2,19.7,0.7111289925531015
84,G2,19.8,0.7117617060407027
84,G2,19.9,0.7123938997371092
84,G2,20.0,0.7130255324451628
84,G2,20.1,0.7136566384831601
84,G2,20.2,0.7142871879602334
84,G2,20.3,0.7149172032175846
84,G2,20.4,0.7155466938285472
84,G2,20.5,0.7161755962235635
84,G2,20.6,0.7168039674936367
84,G2,20.7,0.7174318033364006
84,G2,20.8,0.7180590632732706
84,G2,20.9,0.7186857816326679
84,G2,21.0,0.7193119268674839
84,G2,21.1,0.7199375232338958
84,G2,21.2,0.7205625802632171
84,G2,21.3,0.7211870334827719
84,G2,21.4,0.7218109402492529
84,G2,21.5,0.722434296282291
84,G2,21.6,0.7230570618085318
84,G2,21.7,0.7236792711645413
84,G2,21.8,0.7243008911312419
84,G2,21.9,0.7249219479045161
84,G2,22.0,0.7255424509493019
84,G2,22.1,0.7261623349465195
84,G2,22.2,0.7267816573546603
84,G2,22.3,0.7274004142245125
84,G2,22.4,0.7280185662324621
84,G2,22.5,0.7286361478022017
84,G2,22.6,0.7292531240291034
84,G2,22.7,0.7298695230704738
84,G2,22.8,0.730485354301362
84,G2,22.9,0.7311005516130211
84,G2,23.0,0.7317151725050492
84,G2,23.1,0.7323292133613383
84,G2,23.2,0.7329426353576964
84,G2,23.3,0.7335554728163955
84,G2,23.4,0.7341676896339842
84,G2,23.5,0.7347793154497424
84,G2,23.6,0.7353903596922192
84,G2,23.7,0.7360007555197083
84,G2,23.8,0.7366105604133882
84,G2,23.9,0.7372197710912747
84,G2,24.0,0.7378283492771103
84,G2,24.1,0.7384363291493968
84,G2,24.2,0.7390436734580701
84,G2,24.3,0.7396504132785849
84,G2,24.4,0.7402565580916901
84,G2,24.5,0.7408620403793346
84,G2,24.6,0.7414669175459863
84,G2,24.7,0.7420711866438752
84,G2,24.8,0.7426748099919742
84,G2,24.9,0.7432778215961515
84,G2,25.0,0.743880183075613
85,G1,10.0,0.7707737894584228
85,G1,10.1,0.7713493043490082
85,G1,10.2,0.7719241178380558
85,G1,10.3,0.7724981990000223
85,G1,10.4,0.7730715842213624
85,G1,10.5,0.7736442573334008
85,G1,10.6,0.7742161994742174
85,G1,10.7,0.7747874433006251
85,G1,10.8,0.7753579610031345
85,G1,10.9,0.7759277525423809
85,G1,11.0,0.7764968420288942
85,G1,11.1,0.777065192993336
85,G1,11.2,0.7776328213329703
85,G1,11.3,0.7781997409403938
85,G1,11.4,0.77876591430771
85,G1,11.5,0.7793313677496948
85,G1,11.6,0.7798961041955959
85,G1,11.7,0.7804600891710827
85,G1,11.8,0.7810233545205756
85,G1,11.9,0.7815858962088263
85,G1,12.0,0.7821476808418651
85,G1,12.1,0.78270874567232
85,G1,12.2,0.7832690782860114
85,G1,12.3,0.783828653312496
85,G1,12.4,0.7843875079253433
85,G1,12.5,0.7849456161430604
85,G1,12.6,0.7855029724234074
85,G1,12.7,0.7860596050161279
85,G1,12.8,0.786615478224169
85,G1,12.9,0.7871706036614121
85,G1,13.0,0.7877250002539568
85,G1,13.1,0.7882786284834299
85,G1,13.2,0.7888315125889789
85,G1,13.3,0.789383659950889
85,G1,13.4,0.7899350336981429
85,G1,13.5,0.7904856652249864
85,G1,13.6,0.7910355527987948
85,G1,13.7,0.7915846609116068
85,G1,13.8,0.7921330271636532
85,G1,13.9,0.792680642427817
85,G1,14.0,0.7932274765487015
85,G1,14.1,0.7937735693037563
85,G1,14.2,0.794318897820464
85,G1,14.3,0.794863450328663
85,G1,14.4,0.7954072588660919
85,G1,14.5,0.7959502898720713
85,G1,14.6,0.7964925500030442
85,G1,14.7,0.7970340624078073
85,G1,14.8,0.7975747869137225
85,G1,14.9,0.7981147452557213
85,G1,15.0,0.7986539487039898
85,G1,15.1,0.799192358422359
85,G1,15.2,0.7997300048556096
85,G1,15.3,0.8002668894707423
85,G1,15.4,0.8008029745960088
85,G1,15.5,0.8013382976838775
85,G1,15.6,0.8018728528682286
85,G1,15.7,0.8024066054490234
85,G1,15.8,0.8029395971721506
85,G1,15.9,0.803471809521422
85,G1,16.0,0.8040032232535794
85,G1,16.1,0.8045338748540519
85,G1,16.2,0.8050637329588609
85,G1,16.3,0.805592799159766
85,G1,16.4,0.8061211006343056
85,G1,16.5,0.8066485967254305
85,G1,16.6,0.8071753065666109
85,G1,16.7,0.8077012455158902
85,G1,16.8,0.808226372336147
85,G1,16.9,0.8087507172125261
85,G1,17.0,0.809274284167038
85,G1,17.1,0.8097970340714659
85,G1,17.2,0.8103190036496792
85,G1,17.3,0.8108401899890785
85,G1,17.4,0.811360554890201
85,G1,17.5,0.8118801411824452
85,G1,17.6,0.8123989349832916
85,G1,17.7,0.8129169096244043
85,G1,17.8,0.813434106009436
85,G1,17.9,0.8139504953794787
85,G1,18.0,0.8144660736381332
85,G1,18.1,0.8149808717399416
85,G1,18.2,0.8154948499354889
85,G1,18.3,0.8160080231915107
85,G1,18.4,0.8165204116887382
85,G1,18.5,0.8170319724830417
85,G1,18.6,0.8175427337487271
85,G1,18.7,0.8180527033137049
85,G1,18.8,0.8185618407340788
85,G1,18.9,0.8190701816316618
85,G1,19.0,0.8195777251378886
85,G1,19.1,0.8200844315323567
85,G1,19.2,0.8205903433088775
85,G1,19.3,0.8210954509498081
85,G1,19.4,0.8215997217453793
85,G1,19.5,0.822103200000595
85,G1,19.6,0.8226058602354002
85,G1,19.7,0.8231076915065599
85,G1,19.8,0.8236087289485112
85,G1,19.9,0.8241089351673241
85,G1,20.0,0.8246083194798064
85,G1,20.1,0.8251069068725821
85,G1,20.2,0.8256046537866986
85,G1,20.3,0.826101585178256
85,G1,20.4,0.8265977133806288
85,G1,20.5,0.8270929963754793
85,G1,20.6,0.8275874681696309
85,G1,20.7,0.828081131066776
85,G1,20.8,0.8285739436321464
85,G1,20.9,0.8290659476099334
85,G1,21.0,0.8295571373799168
85,G1,21.1,0.8300474756216352
85,G1,21.2,0.8305370082648323
85,G1,21.3,0.8310257144285721
85,G1,21.4,0.8315135758576184
85,G1,21.5,0.8320006314184897
85,G1,21.6,0.8324868468250824
85,G1,21.7,0.8329722257428767
85,G1,21.8,0.8334567972240926
85,G1,21.9,0.8339405178467768
85,G1,22.0,0.8344234093771044
85,G1,22.1,0.8349054880690231
85,G1,22.2,0.8353867102425281
85,G1,22.3,0.8358671089891283
85,G1,22.4,0.8363466893236494
85,G1,22.5,0.8368254085551472
85,G1,22.6,0.8373033075257658
85,G1,22.7,0.8377803838806809
85,G1,22.8,0.8382565963356703
85,G1,22.9,0.8387319919464076
85,G1,23.0,0.8392065551191787
85,G1,23.1,0.839680259532457
85,G1,23.2,0.8401531483245658
85,G1,23.3,0.840625190504199
85,G1,23.4,0.8410963836174642
85,G1,23.5,0.8415667606011328
85,G1,23.6,0.8420362787437565
85,G1,23.7,0.8425049560584745
85,G1,23.8,0.8429728130499315
85,G1,23.9,0.8434398047671241
85,G1,24.0,0.8439059624740612
85,G1,24.1,0.8443712943389068
85,G1,24.2,0.8448357570550369
85,G1,24.3,0.8452993897976575
85,G1,24.4,0.8457621927142628
85,G1,24.5,0.8462241226460276
85,G1,24.6,0.8466852263242443
85,G1,24.7,0.8471454932266692
85,G1,24.8,0.8476048897785651
85,G1,24.9,0.8480634632325664
85,G1,25.0,0.848521185847175
85,G2,10.0,0.638130164117121
85,G2,10.1,0.638810494367671
85,G2,10.2,0.6394905249086964
85,G2,10.3,0.6401702611262023
85,G2,10.4,0.6408496930337351
85,G2,10.5,0.6415288119862872
85,G2,10.6,0.6422076390087725
85,G2,10.7,0.6428861520946701
85,G2,10.8,0.6435643408186308
85,G2,10.9,0.6442422338082844
85,G2,11.0,0.6449198049139588
85,G2,11.1,0.6455970486882848
85,G2,11.2,0.6462739859892637
85,G2,11.3,0.6469505940386817
85,G2,11.4,0.6476268727713207
85,G2,11.5,0.6483028334595993
85,G2,11.6,0.6489784567347605
85,G2,11.7,0.6496537509745318
85,G2,11.8,0.6503287109121423
85,G2,11.9,0.6510033307249284
85,G2,12.0,0.6516776180750392
85,G2,12.1,0.6523515600268072
85,G2,12.2,0.6530251514830828
85,G2,12.3,0.653698412674092
85,G2,12.4,0.6543713183284526
85,G2,12.5,0.6550438614673861
85,G2,12.6,0.6557160722218011
85,G2,12.7,0.6563879197594334
85,G2,12.8,0.6570594003843486
85,G2,12.9,0.6577305381381993
85,G2,13.0,0.6584013062232134
85,G2,13.1,0.6590717052768448
85,G2,13.2,0.6597417505097533
85,G2,13.3,0.6604114173610822
85,G2,13.4,0.6610807166512433
85,G2,13.5,0.6617496448996545
85,G2,13.6,0.6624181922519639
85,G2,13.7,0.6630863704769194
85,G2,13.8,0.6637541630117507
85,G2,13.9,0.6644215681095601
85,G2,14.0,0.6650886040158581
85,G2,14.1,0.6657552457441103
85,G2,14.2,0.6664214864952996
85,G2,14.3,0.6670873587951581
85,G2,14.4,0.6677528279270134
85,G2,14.5,0.6684178900176162
85,G2,14.6,0.6690825751783188
85,G2,14.7,0.6697468499113305
85,G2,14.8,0.6704107172522699
85,G2,14.9,0.671074195516063
85,G2,15.0,0.6717372556162691
85,G2,15.1,0.672399909655008
85,G2,15.2,0.673062157957259
85,G2,15.3,0.6737239845665829
85,G2,15.4,0.6743854055972128
85,G2,15.5,0.6750464029201767
85,G2,15.6,0.6757069761008239
85,G2,15.7,0.676367141640896
85,G2,15.8,0.6770268749846473
85,G2,15.9,0.6776861709198955
85,G2,16.0,0.6783450625549456
85,G2,16.1,0.6790035117312965
85,G2,16.2,0.6796615149288983
85,G2,16.3,0.6803191082390698
85,G2,16.4,0.6809762508898554
85,G2,16.5,0.6816329488588742
85,G2,16.6,0.6822892231452579
85,G2,16.7,0.6829450403522922
85,G2,16.8,0.6836004143579697
85,G2,16.9,0.6842553487734424
85,G2,17.0,0.6849098211195552
85,G2,17.1,0.6855638522430141
85,G2,17.2,0.6862174243928496
85,G2,17.3,0.6868705350896688
85,G2,17.4,0.6875232012307888
85,G2,17.5,0.6881753978754165
85,G2,17.6,0.6888271218991844
85,G2,17.7,0.689478406514011
85,G2,17.8,0.6901292095028609
85,G2,17.9,0.6907795304485842
85,G2,18.0,0.6914294087875393
85,G2,18.1,0.6920787972817923
85,G2,18.2,0.6927277044524257
85,G2,18.3,0.6933761544201508
85,G2,18.4,0.6940241100003207
85,G2,18.5,0.6946715850645655
85,G2,18.6,0.6953185889582868
85,G2,18.7,0.6959650913749638
85,G2,18.8,0.6966111173736815
85,G2,18.9,0.6972566511255059
85,G2,19.0,0.697901685434257
85,G2,19.1,0.6985462415806745
85,G2,19.2,0.6991902907103653
85,G2,19.3,0.6998338337991403
85,G2,19.4,0.7004769015962877
85,G2,19.5,0.7011194521259807
85,G2,19.6,0.7017614851883623
85,G2,19.7,0.7024030429745932
85,G2,19.8,0.7030440744341206
85,G2,19.9,0.7036845870244063
85,G2,20.0,0.704324612173675
85,G2,20.1,0.7049641056600685
85,G2,20.2,0.7056030824794916
85,G2,20.3,0.7062415571912777
85,G2,20.4,0.7068794938488956
85,G2,20.5,0.7075169183528539
85,G2,20.6,0.7081538200632149
85,G2,20.7,0.7087901844492908
85,G2,20.8,0.7094260379067261
85,G2,20.9,0.7100613494858751
85,G2,21.0,0.7106961221018727
85,G2,21.1,0.7113303839745677
85,G2,21.2,0.7119640950010013
85,G2,21.3,0.7125972547294062
85,G2,21.4,0.7132299072947125
85,G2,21.5,0.7138619983878377
85,G2,21.6,0.7144935338492394
85,G2,21.7,0.7151245536731939
85,G2,21.8,0.7157550049194223
85,G2,21.9,0.7163849054537947
85,G2,22.0,0.7170142739590962
85,G2,22.1,0.7176430686947322
85,G2,22.2,0.7182713172821911
85,G2,22.3,0.7188990143236708
85,G2,22.4,0.719526136545912
85,G2,22.5,0.7201527159307715
85,G2,22.6,0.7207787217316931
85,G2,22.7,0.7214041560049373
85,G2,22.8,0.7220290451299002
85,G2,22.9,0.7226533511314013
85,G2,23.0,0.7232770739820013
85,G2,23.1,0.7239002584684451
85,G2,23.2,0.7245228475239276
85,G2,23.3,0.7251448466405033
85,G2,23.4,0.7257663027482284
85,G2,23.5,0.7263871548282689
85,G2,23.6,0.7270074231883934
85,G2,23.7,0.7276271307137829
85,G2,23.8,0.7282462309394689
85,G2,23.9,0.7288647517823773
85,G2,24.0,0.7294826938237323
85,G2,24.1,0.7301000251631726
85,G2,24.2,0.7307167826907267
85,G2,24.3,0.7313329380723222
85,G2,24.4,0.7319484883018189
85,G2,24.5,0.7325634627411991
85,G2,24.6,0.7331778216610695
85,G2,24.7,0.7337915680837198
85,G2,24.8,0.7344047452139993
85,G2,24.9,0.7350172940409492
85,G2,25.0,0.7356292224980319
86,G1,10.0,0.8049634803236345
86,G1,10.1,0.8054350316214511
86,G1,10.2,0.8059059644612298
86,G1,10.3,0.806376276463488
86,G1,10.4,0.8068459699635331
86,G1,10.5,0.8073150503682748
86,G1,10.6,0.8077834973040688
86,G1,10.7,0.8082513255378138
86,G1,10.8,0.8087185298366477
86,G1,10.9,0.809185110825941
86,G1,11.0,0.8096510733051612
86,G1,11.1,0.8101164009623271
86,G1,11.2,0.8105811062325724
86,G1,11.3,0.8110451863267958
86,G1,11.4,0.8115086362934587
86,G1,11.5,0.811971462096017
86,G1,11.6,0.8124336529049162
86,G1,11.7,0.8128952177901837
86,G1,11.8,0.8133561564577408
86,G1,11.9,0.8138164600488798
86,G1,12.0,0.8142761315644893
86,G1,12.1,0.8147351690730047
86,G1,12.2,0.8151935763049514
86,G1,12.3,0.8156513576006591
86,G1,12.4,0.8161084945678102
86,G1,12.5,0.8165649995815288
86,G1,12.6,0.8170208677028129
86,G1,12.7,0.8174761019693959
86,G1,12.8,0.817930706610662
86,G1,12.9,0.8183846626884689
86,G1,13.0,0.8188379852827532
86,G1,13.1,0.8192906696535349
86,G1,13.2,0.8197427139931773
86,G1,13.3,0.8201941238980872
86,G1,13.4,0.8206448858144769
86,G1,13.5,0.8210950101840301
86,G1,13.6,0.8215444962504309
86,G1,13.7,0.8219933365945004
86,G1,13.8,0.8224415358815933
86,G1,13.9,0.8228890879630633
86,G1,14.0,0.8233359996999237
86,G1,14.1,0.8237822729408204
86,G1,14.2,0.8242278939035785
86,G1,14.3,0.8246728702433912
86,G1,14.4,0.8251171992648499
86,G1,14.5,0.8255608837551021
86,G1,14.6,0.8260039295310236
86,G1,14.7,0.8264463153886489
86,G1,14.8,0.8268880573773465
86,G1,14.9,0.8273291500532131
86,G1,15.0,0.8277695940332692
86,G1,15.1,0.8282093947413034
86,G1,15.2,0.8286485354665775
86,G1,15.3,0.8290870293267397
86,G1,15.4,0.829524873799706
86,G1,15.5,0.8299620634804468
86,G1,15.6,0.8303986051203546
86,G1,15.7,0.8308344876484153
86,G1,15.8,0.8312697207052008
86,G1,15.9,0.8317043044024975
86,G1,16.0,0.8321382291703843
86,G1,16.1,0.8325714989243158
86,G1,16.2,0.8330041116082514
86,G1,16.3,0.8334360712817164
86,G1,16.4,0.8338673828825011
86,G1,16.5,0.8342980270643358
86,G1,16.6,0.8347280175192979
86,G1,16.7,0.8351573489566078
86,G1,16.8,0.835586024675532
86,G1,16.9,0.8360140494184558
86,G1,17.0,0.8364414036838062
86,G1,17.1,0.8368681035362967
86,G1,17.2,0.8372941441269
86,G1,17.3,0.8377195235694558
86,G1,17.4,0.8381442481331707
86,G1,17.5,0.8385683039077958
86,G1,17.6,0.8389917020187557
86,G1,17.7,0.8394144419245817
86,G1,17.8,0.8398365158907382
86,G1,17.9,0.8402579290909329
86,G1,18.0,0.8406786754108019
86,G1,18.1,0.8410987621484386
86,G1,18.2,0.8415181916128642
86,G1,18.3,0.8419369491734978
86,G1,18.4,0.8423550436664565
86,G1,18.5,0.8427724720998362
86,G1,18.6,0.8431892376702682
86,G1,18.7,0.8436053465303477
86,G1,18.8,0.8440207768863975
86,G1,18.9,0.8444355459121136
86,G1,19.0,0.8448496479811916
86,G1,19.1,0.8452630836903973
86,G1,19.2,0.8456758590279106
86,G1,19.3,0.8460879570813619
86,G1,19.4,0.8464993914711751
86,G1,19.5,0.8469101600391695
86,G1,19.6,0.8473202569176957
86,G1,19.7,0.8477296895605897
86,G1,19.8,0.8481384468120416
86,G1,19.9,0.8485465387682692
86,G1,20.0,0.8489539659098397
86,G1,20.1,0.8493607180789956
86,G1,20.2,0.8497668000893364
86,G1,20.3,0.8501722097379967
86,G1,20.4,0.8505769513696748
86,G1,20.5,0.8509810304679455
86,G1,20.6,0.8513844269348552
86,G1,20.7,0.8517871556451566
86,G1,20.8,0.8521892109959105
86,G1,20.9,0.8525905964922452
86,G1,21.0,0.8529913173584202
86,G1,21.1,0.8533913537201022
86,G1,21.2,0.8537907224757503
86,G1,21.3,0.8541894187154941
86,G1,21.4,0.8545874404448062
86,G1,21.5,0.8549847945753541
86,G1,21.6,0.8553814669652674
86,G1,21.7,0.8557774693055863
86,G1,21.8,0.856172801275209
86,G1,21.9,0.8565674549044934
86,G1,22.0,0.856961435789313
86,G1,22.1,0.8573547379657463
86,G1,22.2,0.8577473690377037
86,G1,22.3,0.8581393317420689
86,G1,22.4,0.8585306107909658
86,G1,22.5,0.8589212160838942
86,G1,22.6,0.8593111443458961
86,G1,22.7,0.8597003991447045
86,G1,22.8,0.860088986882212
86,G1,22.9,0.8604768855028846
86,G1,23.0,0.8608641130076577
86,G1,23.1,0.8612506636717518
86,G1,23.2,0.8616365380338268
86,G1,23.3,0.862021742648652
86,G1,23.4,0.8624062605345397
86,G1,23.5,0.8627901056587519
86,G1,23.6,0.8631732762405057
86,G1,23.7,0.8635557660374839
86,G1,23.8,0.8639375830904611
86,G1,23.9,0.8643187162794962
86,G1,24.0,0.8646991760610699
86,G1,24.1,0.8650789632462146
86,G1,24.2,0.865458067199274
86,G1,24.3,0.8658364935996626
86,G1,24.4,0.866214240074617
86,G1,24.5,0.866591311246202
86,G1,24.6,0.8669677130434981
86,G1,24.7,0.8673434248229273
86,G1,24.8,0.8677184625214133
86,G1,24.9,0.8680928202347961
86,G1,25.0,0.8684665016252828
86,G2,10.0,0.7038295368648627
86,G2,10.1,0.704400018993093
86,G2,10.2,0.7049700476548904
86,G2,10.3,0.7055397438903313
86,G2,10.4,0.7061089706680375
86,G2,10.5,0.7066778134731538
86,G2,10.6,0.7072462832265624
86,G2,10.7,0.7078142846062756
86,G2,10.8,0.708381938184904
86,G2,10.9,0.7089491384481419
86,G2,11.0,0.7095159253488882
86,G2,11.1,0.7100823439168444
86,G2,11.2,0.7106482853139985
86,G2,11.3,0.7112138580126927
86,G2,11.4,0.7117789970219218
86,G2,11.5,0.7123436922917968
86,G2,11.6,0.71290802563064
86,G2,11.7,0.713471868929942
86,G2,11.8,0.7140353271753818
86,G2,11.9,0.7145983705291916
86,G2,12.0,0.7151609386123222
86,G2,12.1,0.715723152628239
86,G2,12.2,0.7162848627541111
86,G2,12.3,0.7168461724861754
86,G2,12.4,0.7174070792201006
86,G2,12.5,0.7179674905277097
86,G2,12.6,0.718527539491235
86,G2,12.7,0.7190870928010961
86,G2,12.8,0.7196462205303485
86,G2,12.9,0.720204952003174
86,G2,13.0,0.7207631764810587
86,G2,13.1,0.721321018781683
86,G2,13.2,0.7218783877220063
86,G2,13.3,0.722435297365134
86,G2,13.4,0.7229918183213553
86,G2,13.5,0.7235478223055908
86,G2,13.6,0.7241034245818122
86,G2,13.7,0.7246585744855177
86,G2,13.8,0.7252132340220222
86,G2,13.9,0.725767512467779
86,G2,14.0,0.7263212601445885
86,G2,14.1,0.7268745897376893
86,G2,14.2,0.7274274851623652
86,G2,14.3,0.7279798615840054
86,G2,14.4,0.7285318602796859
86,G2,14.5,0.7290833229760951
86,G2,14.6,0.7296343485869407
86,G2,14.7,0.7301849498632821
86,G2,14.8,0.7307350169135637
86,G2,14.9,0.7312846899449877
86,G2,15.0,0.7318338477723159
86,G2,15.1,0.7323825357835851
86,G2,15.2,0.7329308068415308
86,G2,15.3,0.733478535268795
86,G2,15.4,0.7340258474029443
86,G2,15.5,0.7345726684501356
86,G2,15.6,0.7351189864426548
86,G2,15.7,0.7356648967011824
86,G2,15.8,0.7362102512443975
86,G2,15.9,0.7367551723013738
86,G2,16.0,0.7372996252953314
86,G2,16.1,0.7378435408556773
86,G2,16.2,0.7383870591033728
86,G2,16.3,0.7389300083247856
86,G2,16.4,0.7394725075991231
86,G2,16.5,0.7400145537694102
86,G2,16.6,0.7405560416245258
86,G2,16.7,0.7410971235101278
86,G2,16.8,0.7416376487706937
86,G2,16.9,0.742177696152592
86,G2,17.0,0.7427172995682354
86,G2,17.1,0.7432563335290518
86,G2,17.2,0.7437949405114318
86,G2,17.3,0.7443330175229701
86,G2,17.4,0.7448705800096393
86,G2,17.5,0.7454077090406483
86,G2,17.6,0.7459442585648025
86,G2,17.7,0.7464803608448898
86,G2,17.8,0.7470159583628886
86,G2,17.9,0.7475510074299087
86,G2,18.0,0.7480856336792789
86,G2,18.1,0.7486196664655002
86,G2,18.2,0.7491532347162508
86,G2,18.3,0.7496863199891194
86,G2,18.4,0.7502188268263142
86,G2,18.5,0.750750914961348
86,G2,18.6,0.7512824070201207
86,G2,18.7,0.7518134138004208
86,G2,18.8,0.7523439500886742
86,G2,18.9,0.7528738924912209
86,G2,19.0,0.7534033992169704
86,G2,19.1,0.7539323351463296
86,G2,19.2,0.7544607500506295
86,G2,19.3,0.7549887044877437
86,G2,19.4,0.7555160571650487
86,G2,19.5,0.7560429507464429
86,G2,19.6,0.7565693019005054
86,G2,19.7,0.7570950963736229
86,G2,19.8,0.7576204422884942
86,G2,19.9,0.758145173300295
86,G2,20.0,0.7586694274266121
86,G2,20.1,0.7591931660947984
86,G2,20.2,0.7597163112930551
86,G2,20.3,0.7602390207356995
86,G2,20.4,0.7607611028082009
86,G2,20.5,0.7612826905809604
86,G2,20.6,0.7618037806755856
86,G2,20.7,0.7623242560807566
86,G2,20.8,0.7628442866594848
86,G2,20.9,0.7633637064833636
86,G2,21.0,0.763882601585714
86,G2,21.1,0.7644010103877221
86,G2,21.2,0.7649187940597797
86,G2,21.3,0.7654361109029446
86,G2,21.4,0.7659528477062388
86,G2,21.5,0.7664690206736342
86,G2,21.6,0.7669847207351115
86,G2,21.7,0.767499785595469
86,G2,21.8,0.7680143629198775
86,G2,21.9,0.768528389358944
86,G2,22.0,0.769041815564167
86,G2,22.1,0.7695547824545267
86,G2,22.2,0.7700671001944582
86,G2,22.3,0.7705789124111789
86,G2,22.4,0.7710901987652922
86,G2,22.5,0.7716008541075182
86,G2,22.6,0.7721110547340767
86,G2,22.7,0.7726206065158764
86,G2,22.8,0.773129630448431
86,G2,22.9,0.773638143501154
86,G2,23.0,0.7741460100562347
86,G2,23.1,0.7746534044352292
86,G2,23.2,0.7751601794865306
86,G2,23.3,0.7756663882990752
86,G2,23.4,0.77617209883692
86,G2,23.5,0.7766771556556287
86,G2,23.6,0.7771817159859198
86,G2,23.7,0.7776856893018209
86,G2,23.8,0.7781890587775353
86,G2,23.9,0.7786919444093842
86,G2,24.0,0.7791941632785767
86,G2,24.1,0.7796958675105737
86,G2,24.2,0.7801970152317673
86,G2,24.3,0.7806975205321929
86,G2,24.4,0.7811975568873547
86,G2,24.5,0.7816969151318172
86,G2,24.6,0.782195740553646
86,G2,24.7,0.7826940298558227
86,G2,24.8,0.7831916554136156
86,G2,24.9,0.7836888025967572
86,G2,25.0,0.7841852924619226
